Hi.	Здрасти.
Don't tell anyone.	Не казвай на никого.
Don't tell anyone.	Не казвай на никой.
Don't touch these.	Тези не ги пипай!
Everyone's hungry.	Всички са гладни.
Have you seen Tom?	Виждал ли си Том?
Have you seen Tom?	Ти виждал ли си Том?
Have you seen Tom?	Виждала ли си Том?
Have you seen Tom?	Вие виждали ли сте Том?
Have you seen Tom?	Виждали ли сте Том?
He began to shout.	Той започна да крещи.
He began to shout.	Той започна да вика.
He bowed his head.	Той се поклони с глава.
He came to see me.	Той дойде да ме види.
He died of cancer.	Той умря от рак.
He does not smoke.	Той не пуши.
He has blond hair.	Той е с руса коса.
He has no bicycle.	Той няма велосипед.
He hates shopping.	Той мрази да пазарува.
He hates shopping.	Той мрази пазаруването.
He himself did it.	Той сам го направи.
He himself did it.	Той самият го направи.
He made me a suit.	Той ми направи костюм.
He made me a suit.	Той ми уши костюм.
He stayed up late.	Той стоя буден до късно.
He struck a match.	Той запали една клечка.
He was bewildered.	Той беше озадачен.
He will come soon.	Той ще дойде скоро.
He wrote a letter.	Той написа писмо.
He's in the joint.	Той е в пандиза.
Here's a fun fact.	Ето нещо любопитно.
Hey, it's snowing.	Хей, вали сняг.
His room's a mess.	Стаята му е бъркотия.
How complex is it?	Колко е сложно?
How lucky you are!	Какъв си късметлия!
How lucky you are!	Колко ти върви!
How old do I look?	На колко изглеждам?
How should I know?	Откъде да знам?
How was the beach?	Как беше плажа?
How was your exam?	Как ти мина контролното?
I bet you're busy.	Бас ловя, че си зает.
I bet you're busy.	Бас ловя, че си заета.
I bet you're busy.	Сигурен съм, че си зает.
I can play tennis.	Мога да играя тенис.
I can't do it now.	Не мога да го направя сега.
I can't do it now.	Не мога да го свърша сега.
I can't stand him.	Не мога да го понасям.
I couldn't refuse.	Нямаше как да откажа.
I did my homework.	Аз написах домашната си работа.
I did my homework.	Написах си домашната работа.
I did my homework.	Аз си написах домашната работа.
I didn't tell Tom.	Не казах на Том.
I didn't think so.	Не бях съгласен.
I didn't think so.	Не бях съгласна.
I didn't think so.	Така си и знаех.
I don't blame you.	Не те обвинявам.
I don't blame you.	Не те виня.
I don't deny that.	Не отричам това.
I don't doubt you.	Не се съмнявам в теб.
I don't fear them.	Не ме е страх от тях.
I don't fear them.	Не се страхувам от тях.
I don't feel good.	Не се чувствам добре.
I don't feel sick.	Не се чувствам болен.
I don't hate this.	Това не ми е неприятно.
I don't have kids.	Аз нямам деца.
I don't have long.	Не ми остава много.
I don't know when.	Не знам кога.
I don't like snow.	Аз не обичам снега.
I don't need help.	Не ми е нужна помощ.
I dream in French.	Сънувам на френски.
I feel safer here.	Тук се чувствам по-сигурен.
I feel safer here.	Тук се чувствам по-сигурна.
I forgot about it.	Забравих за това.
I forgot her name.	Забравих ѝ името.
I forgot his name.	Забравих му името.
I forgot my money.	Забравих си парите.
I forgot my scarf.	Забравих си шала.
I forgot the book.	Забравих книгата.
I got a bee sting.	Ужили ме пчела.
I got a bee sting.	Имам жило от пчела.
I had a hard time.	Беше ми тежко.
I have a hangover.	Махмурлия съм.
I have a headache.	Боли ме главата.
I have a headache.	Имам главоболие.
I have a headache.	Боли ме глава.
I have an opinion.	Имам мнение.
I have brown hair.	Аз имам кестеняви коси.
I have nightmares.	Сънувам кошмари.
I have no privacy.	Не разполагам с лично пространство.
I have some ideas.	Имам няколко идеи.
I have three cats.	Имам три котки.
I have three kids.	Имам три деца.
I have three sons.	Имам трима сина.
I have three sons.	Имам трима синове.
I have three sons.	Имам три сина.
I have to go pack.	Трябва да ходя да си събирам багажа.
I have to move on.	Трябва да продължа напред.
I have to see Tom.	Трябва да видя Том.
I helped Tom once.	Веднъж му помогнах на Том.
I helped Tom once.	Помогнах на Том един път.
I hope that helps.	Дано това да помогне.
I just feel awful.	Просто се чувствам ужасно.
I just gave blood.	Току-що дадох кръв.
I like that skirt.	Онази пола ми харесва.
I like this color.	Харесвам този цвят.
I like this color.	Този цвят ми харесва.
I like this music.	Харесвам тази музика.
