Who?	Hvem?
How could you know that?	Hvordan kunne du vite det?
How do they communicate?	Hvordan kommuniserer de?
How late can I check in?	Frem til hvilket klokkeslett kan jeg sjekke inn?
How much does that cost?	Hvor mye koster det?
I always keep a promise.	Jeg holder alltid løfter.
I am eighteen years old.	Jeg er atten år gammel.
I am really into soccer.	Jeg er veldig interessert i fotball.
I arrived here just now.	Jeg ankom her nettopp.
I can do this on my own.	Dette klarer jeg selv.
I can't believe my eyes.	Jeg kan ikke tro mine egne øyne.
I can't believe my eyes.	Jeg tror ikke mine egne øyne.
I didn't admit anything.	Jeg innrømte ingenting.
I didn't hear you knock.	Jeg hørte deg ikke banke.
I didn't quite hear you.	Jeg hørte deg ikke helt.
I didn't shoot anything.	Jeg skjøt ikke noe.
I don't drink much beer.	Jeg drikker ikke øl noe særlig.
I don't have a passport.	Jeg har ikke pass.
I don't have enough RAM.	Jeg har ikke nok minne.
I don't have the number.	Jeg har ikke nummeret.
I don't have your boots.	Jeg har ikke støvlene dine.
I don't know what it is.	Jeg vet ikke hva det er.
I don't like it, either.	Jeg liker det ikke heller.
I don't like that store.	Jeg liker ikke den butikken.
I don't like this watch.	Jeg liker ikke denne klokken.
I don't need protection.	Jeg trenger ikke beskyttelse.
I don't trust his story.	Jeg stoler ikke på historien hans.
I found my bicycle gone.	Jeg oppdaget at sykkelen min var borte.
I found the glass empty.	Jeg oppdaget at glasset var tomt.
I go swimming every day.	Jeg svømmer hver dag.
I got up at six o'clock.	Jeg sto opp klokka seks.
I had a very high fever.	Jeg hadde en veldig høy feber.
I have a lot of friends.	Jeg har mange venner.
I have no money with me.	Jeg har ingen penger med meg.
I have to take medicine.	Jeg må ta medisin.
I heard a strange noise.	Jeg hørte en merkelig lyd.
I helped them yesterday.	Jeg hjalp dem i går.
I hope they're friendly.	Jeg håper de er vennlige.
I hope to see you again.	Jeg håper vi møtes igjen.
I know nothing about it.	Jeg vet ingenting om det.
I like the way you walk.	Jeg liker måten du går på.
I lost a valuable medal.	Jeg mistet en verdifull medalje.
I need to take a shower.	Jeg må ta en dusj.
I partly agree with you.	Jeg er delvis enig med deg.
I slept well last night.	Jeg sov godt i natt.
I suppose you're hungry.	Jeg antar du er sulten.
I suppose you're hungry.	Jeg regner med du er sulten.
I think Tom killed Mary.	Jeg tror Tom drepte Mary.
I want to learn to swim.	Jeg vil lære å svømme.
I want to see you again.	Jeg vil møte deg igjen.
I'll tell you the truth.	Jeg vil fortelle deg sannheten.
I'm at a loss for words.	Jeg finner ikke ord.
I'm content with my job.	Jeg er fornøyd med jobben min.
I'm glad I've found you.	Jeg er glad for at jeg har funnet deg.
I'm not able to do that.	Jeg kan ikke gjøre det.
I'm repairing the house.	Jeg reparerer huset.
I've never regretted it.	Jeg har aldri angret på det.
I've waited for a month.	Jeg har ventet en måned.
It can happen to anyone.	Det kan skje hvem som helst.
It's just a coincidence.	Det er bare en tilfeldighet.
It's really windy today.	Det blåser sterkt i dag.
It's really windy today.	Det er sterk vind i dag.
It's wrong to tell lies.	Det er galt å lyge.
Mary can speak Japanese.	Mary kan snakke japansk.
May I offer you a drink?	Kan jeg tilby deg en drink?
May I see the wine list?	Kan jeg få se vinkartet?
May I take your picture?	Kan jeg ta bilde av deg?
Money is not everything.	Penger er ikke alt.
My brother plays guitar.	Broren min spiller gitar.
Nobody ever praises him.	Det er aldri noen som roser han.
Nobody would talk to me.	Ingen ville snakke med meg.
Please call me a doctor.	Tilkall en lege.
Please keep it a secret.	Hold det hemmelig.
Please pass me the salt.	Vær snill å sende meg saltet.
She can't write or read.	Hun kan verken skrive eller lese.
She has gone to America.	Hun har dratt til USA.
She lived a lonely life.	Hun levde et ensomt liv.
She makes a good living.	Hun tjener godt.
She scared the cat away.	Hun skremte bort katten.
She showed me her album.	Hun viste meg albumet sitt.
She struggled to get up.	Hun strevet med å reise seg.
She turned on the light.	Hun slo på lyset.
She used to be diligent.	Hun pleide å være flittig.
She was aching all over.	Hele kroppen hennes verket.
She was late once again.	Hun var sen igjen.
Show me what you bought.	Vis meg hva du kjøpte.
Tell me about your plan.	Fortell meg om planen din.
Texas borders on Mexico.	Texas grenser til Mexico.
Thanks for reminding me.	Takk for påminnelsen.
That sounds pretty good.	Det høres ganske bra ut.
The cat caught the rats.	Katten fanget rottene.
The cat is on the table.	Katten ligger oppå bordet.
The dog ran after a fox.	Hunden sprang etter en rev.
The funeral is tomorrow.	Begravelsen er i morgen.
The goods arrive by sea.	Varene ankommer sjøveien.
The lion is eating meat.	Løven spiser kjøtt.
The meeting is tomorrow.	Møtet er i morgen.
The party was a success.	Festen ble en suksess.
The proverb is familiar.	Uttrykket er kjent.
The sky is getting dark.	Himmelen har begynt å mørkne.
There was a lot of wind.	Det var mye vind.
They don't listen to me.	De hører ikke på meg.
They took our passports.	De tok passene våre.
They're behind schedule.	De ligger bak skjema.
This is really shocking.	Dette er virkelig sjokkerende.
Tom closed his textbook.	Tom lukket tekstboken sin.
Tom did a fantastic job.	Tom gjorde et fantastisk arbeid.
Tom doesn't smile often.	Tom smiler ikke ofte.
Tom has been consistent.	Tom har vært konsistent.
Tom has been everywhere.	Tom har vært overalt.
Tom hasn't finished yet.	Tom er ikke ferdig enda.
Tom is turning thirteen.	Tom fyller tretten.
Tom isn't hungry either.	Tom er ikke sulten heller.
Tom isn't self-employed.	Tom er ikke selvstendig.
Tom never was ambitious.	Tom var aldri ambisiøs.
Tom thought I was crazy.	Tom trodde jeg var gal.
Tom was fired on Monday.	Tom fikk sparken på mandag.
Tom was more than happy.	Tom var mer enn glad.
Tom wasn't able to swim.	Tom kunne ikke svømme.
Tom wasn't ready to die.	Tom var ikke klar for å dø.
Tom's days are numbered.	Toms dager er talte.
Tom's house is for sale.	Toms hus er til salgs.
Try to keep from crying.	Prøv å ikke gråte.
Try to keep from crying.	Prøv å ikke grine.
We didn't need to hurry.	Vi trengte ikke skynde oss.
We got stuck in traffic.	Vi ble sittende fast i trafikken.
We have a test tomorrow.	Vi har prøve i morgen.
We need to remember Tom.	Vi må huske Tom.
We never work on Sunday.	Vi jobber aldri på søndag.
We're going to the mall.	Vi skal på kjøpesenteret.
We've got a big problem.	Vi har et stort problem.
What a wonderful family.	For en fantastisk familie!
What are you driving at?	Hva sikter du til?
What are you looking at?	Hva ser du på?
What do you make of him?	Hva tenker du om ham?
What do you make of him?	Hva tror du om han?
What do you want to eat?	Hva vil du spise?
What don't I understand?	Hva er det jeg ikke skjønner?
What is the latest news?	Hva er siste nyheter?
What is your occupation?	Hva er yrket ditt?
What time does it start?	Når starter det?
What's your middle name?	Hva er mellomnavnet ditt?
When it rains, it pours.	En ulykke kommer sjelden alene.
When were you in Boston?	Når var du i Boston?
When will you come home?	Når kommer du hjem?
Where are our umbrellas?	Hvor er paraplyene våre?
Where does this desk go?	Hvor skal dette skrivebordet hen?
Who are you waiting for?	Hvem venter du på?
Why did he quit smoking?	Hvorfor sluttet han å røyke?
Why did he stop smoking?	Hvorfor sluttet han å røyke?
Why is he staring at me?	Hvorfor stirrer han på meg.
Will I see you tomorrow?	Ses vi i morgen?
Words can't describe it.	Ord kan ikke beskrive det.
Would you do me a favor?	Kunne du gjort meg en tjeneste?
Would you like a little?	Vil du ha litt?
Write your address here.	Skriv adressen din her.
You can swim, can't you?	Du kan svømme, ikke sant?
You didn't miss a thing.	Du gikk ikke glipp av noe.
You don't have to hurry.	Du trenger ikke skynde deg.
You don't have to speak.	Du trenger ikke snakke.
You don't look so happy.	Du ser ikke så glad ut.
You don't look so tough.	Du ser ikke så tøff ut.
You explained that well.	Du forklarte det bra.
You ought not to go out.	Du burde ikke gå ut.
You really are hopeless.	Du er virkelig håpløs.
You scared the children.	Du skremte barna.
You should quit smoking.	Du burde slutte å røyke.
You should quit smoking.	Du bør slutte å røyke.
You shouldn't wait here.	Du bør ikke vente her.
You'd better be careful.	Du bør være forsiktig.
You'd better not go out.	Du bør ikke gå ut.
You're totally ignorant.	Du er fullstendig uvitende.
You've found a good man.	Du har funnet en god mann.
You've never been happy.	Du har aldri vært lykkelig.
Your dress is very nice.	Kjolen din er veldig fin.
Your wife is mad at you.	Din kone er sint på deg.
A glass of water, please.	Kan jeg få et glass vann?
A glass of water, please.	Jeg kan få et glass vann.
A glass of water, please.	Et glass vann, takk.
A glass of water, please.	Jeg skulle gjerne hatt et glass vann.
All of them are Canadian.	De er alle kanadiske.
All those books are mine.	Alle de bøkene er mine.
Are there any volunteers?	Er det noen frivillige?
Are you ready for dinner?	Er du klar for middag?
Are you ready to go home?	Er du klar for å dra hjem?
Are you really that busy?	Er du virkelig så opptatt?
Both sisters are blondes.	Begge søstrene er blondiner.
Bring me some cold water.	Hent meg litt kaldt vann.
Can I pay by credit card?	Kan jeg betale med kredittkort?
Can I tell you something?	Kan jeg si deg noe?
Can I tell you something?	Kan jeg fortelle deg noe?
Can't you leave me alone?	Kan du ikke la meg være alene?
Can't you leave me alone?	Kan du ikke la meg være i fred?
Clearly you are mistaken.	Du tar tydeligvis feil.
Come as soon as possible.	Kom så fort du kan.
Come as soon as possible.	Kom så snart du kan.
Did you go to the doctor?	Gikk du til legen?
Do whatever he tells you.	Gjør som han sier.
Do you believe in ghosts?	Tror du på spøkelser?
Do you have a dictionary?	Har du ei ordbok?
Do you know where I live?	Vet du hvor jeg bor?
Do you know why I'm here?	Vet du hvorfor jeg er her?
Do you like strawberries?	Liker du jordbær?
Do you like strawberries?	Liker dere jordbær?
Do you miss your friends?	Savner du vennene dine?
Do you need an ambulance?	Trenger du ambulanse?
Do you plan to go abroad?	Har du tenkt å dra til utlandet?
Does that make you happy?	Gjør det deg glad?
Does that mean something?	Betyr det noe?
Doesn't that smell great?	Lukter det ikke godt?
Don't evade the question.	Ikke unngå spørsmålet.
Don't even joke about it.	Ikke spøk med det engang.
Don't hide under the bed.	Ikke gjem deg under sengen.
Don't pick up that phone.	Ikke ta den telefonen.
Don't take it personally.	Ikke ta det personlig.
Don't touch anything, OK?	Ikke rør noe, OK?
Everyone is still asleep.	Alle sover fremdeles.
Give me something to eat.	Gi meg noe å spise.
Have you ever seen a UFO?	Har du noen gang sett en UFO?
Have you ever seen a UFO?	Har du noen gang sett en flygende tallerken?
He discovered a new star.	Han oppdaget en ny stjerne.
He disregarded my advice.	Han tok ikke rådet mitt.
He disregarded my advice.	Han ignorerte rådet mitt.
He does not get up early.	Han står ikke opp tidlig.
He had been there before.	Han hadde vært der før.
He had dinner by himself.	Han spiste middag for seg selv.
He had his wallet stolen.	Han fikk lommeboken sin stjålet.
He has a good reputation.	Han har godt rykte.
He has already gone home.	Han har allerede gått hjem.
He has already had lunch.	Han har allerede hatt lunsj.
He intended to marry her.	Han hadde tenkt å gifte seg med henne.
He is by no means bright.	Han er på ingen måte klok.
He is seeking employment.	Han leter etter en jobb.
He likes music very much.	Han liker musikk veldig godt.
He never takes the train.	Han tar aldri toget.
He took his sister along.	Han tok med seg lillesøsteren sin.
He wore a light blue tie.	Han hadde på seg et lyseblått slips.
He wrote a book in China.	Han skrev en bok i Kina.
How do you get to school?	Hvordan kommer du deg til skolen?
I agree to your proposal.	Jeg er enig i forslaget ditt.
I agree to your proposal.	Jeg er enig i forslaget deres.
I already knew the truth.	Jeg visste allerede sannheten.
I asked him to wait here.	Jeg ba ham om å vente her.
I bought a pair of shoes.	Jeg kjøpte et par sko.
I called everyone I know.	Jeg ringte alle jeg kjente.
I can't accept this gift.	Jeg kan ikke ta imot denne gaven.
I can't hide my feelings.	Jeg kan ikke skjule mine følelser.
I can't live without you.	Jeg kan ikke leve uten deg.
I can't thank you enough.	Jeg kan ikke få takket deg nok.
I can't use this machine.	Jeg kan ikke bruke denne maskinen.
I could be there by 2:30.	Jeg kunne vært der innen 2:30.
I didn't like that movie.	Jeg likte ikke den filmen.
I didn't mean to do that.	Jeg mente ikke å gjøre det.
I do sympathize with you.	Jeg føler medlidenhet med deg.
I don't like the traffic.	Jeg liker ikke trafikken.
I don't like this camera.	Jeg liker ikke dette kameraet.
I don't like you anymore.	Jeg liker deg ikke lenger.
I don't quite follow you.	Jeg er ikke helt med.
I don't remember exactly.	Jeg husker ikke nøyaktig.
I don't want to go alone.	Jeg vil ikke gå alene.
I don't want to watch TV.	Jeg vil ikke se på tv.
I expect to do that soon.	Jeg mener å få gjort det snart.
I feel much better today.	Jeg føler meg mye bedre i dag.
I found his house easily.	Jeg fant huset hans lett.
I frequently talk to Tom.	Jeg snakker ofte med Tom.
I get depressed at times.	Noen ganger blir jeg deprimert.
I go to school every day.	Jeg går på skolen hver dag.
I grew up in the country.	Jeg vokste opp på landet.
I grew up in the country.	Jeg er oppvokst på landet.
I grew up in the country.	Jeg er oppvokst på landsbygda.
I grew up in the country.	Jeg vokste opp på landsbygda.
I had a stroke last year.	Jeg fikk slag i fjor.
I have plenty of friends.	Jeg har mange venner.
I have to agree with Tom.	Jeg må si meg enig med Tom.
I have to agree with you.	Jeg må si meg enig med deg.
I haven't washed my hair.	Jeg har ikke vasket håret mitt.
I invited all my friends.	Jeg har invitert alle vennene mine.
I know nothing about her.	Jeg vet ingenting om henne.
I like playing the piano.	Jeg liker å spille piano.
I like the way you smile.	Jeg liker smilet ditt.
I live across the street.	Jeg bor på andre siden av gaten.
I lost my notebook today.	Jeg mistet skriveblokken min i dag.
I never said that to you.	Jeg har aldri sagt det til deg.
I ran into an old friend.	Jeg støtte på en gammel venn.
I saw Tom and the others.	Jeg så Tom og dem.
I think I understand you.	Jeg tror jeg forstår deg.
I think it's unnecessary.	Jeg synes det er unødvendig.
I usually walk to school.	Jeg går som regel til skolen.
I visited her in Germany.	Jeg besøkte henne i Tyskland.
I want something to read.	Jeg vil ha noe å lese.
I was at a movie theater.	Jeg var på kinoen.
I was at a movie theater.	Jeg var på kino.
I was wearing sunglasses.	Jeg hadde på meg solbriller.
I wish I could use magic.	Jeg skulle ønske jeg kunne trylle.
