Go.	Gitmek.
The fire is fully extinguished.	Ot doly söndürildi.
They are loyal to their master.	Olar öz halypasyna wepaly.
They are talking to each other.	Olar birek-birek bilen gürleşip durlar.
They kicked Tom out of the bar.	Olar Tomy bardan kowdylar.
They were alone in the library.	Kitaphanada olar ýeke özleridi.
They were together three years.	Olar üç aýdan bäri bilelikde.
Those are exactly what we want.	Şular edil biziň isleýän zadymyz.
Today's my daughter's birthday.	Bu gün meniñ gyzymyñ doglan güni.
Tom and Mary are going to lose.	Tom we Meri utulup barýarlar.
Tom and Mary argue quite often.	Tom we Meri ýygy-ýygydan söwüşýärler.
Tom and Mary exchanged numbers.	Tom bilen Meri nomerlerini alyşdylar.
Tom and Mary have become close.	Tom we Mary ýakynlaşdylar.
Tom asked Mary to go with John.	Tom Meriden Jon bilen gitmegini haýyş etdi.
Tom called me almost every day.	Tom her gün diýen ýaly maña jañ edýärdi.
Tom came in second in the race.	Tom ýaryşda ikinji geldi.
Tom came to ask us to help him.	Tom oňa kömek etmegimiz soramaga geldi.
Tom came to pick me up at 2:30.	Tom sagat 2:30-da meni almaga geldi.
Tom didn't seem to be bothered.	Tom rahatsyz görünmedi.
Tom didn't seem very satisfied.	Tom o diýen kanagatlarly görünmedi.
Tom didn't want to change that.	Tom muny üýtgetmek islemedi.
Tom enjoys manipulating people.	Tom adamlary gowulaşdyrmagy halaýar.
Tom even argued with the judge.	Tom hem häkim bilen uruşdy.
Tom eventually moved to Boston.	Tom iñ soñunda Bostana göçdi.
Tom expected Mary to come soon.	Tom Marynyñ ýakynda gelmegine garaşýardy.
Tom forgot to bring his camera.	Tom kamerasyny almagy unudypdyr.
Tom had to do different things.	Tom birnäçe zatlary ýerine ýetirmeli.
Tom has nothing to worry about.	Toma hiç zat barada aladalanmak gerek däldir.
Tom is already getting dressed.	Tom eýýäm geýinip başlady hem.
Tom is going to need more time.	Toma köpräk wagt gerek bolar.
Tom is just talking to himself.	Tom diňeje öz-özi bilen gepleşýär.
Tom is likely to be suspicious.	Tom münkür bolup bilýär.
Tom is lucky to be on the team.	Tom toparda bolanlygy üçin begençli
Tom is supposedly very wealthy.	Tom sözde örän baý.
Tom is terrified of his father.	Tom öz kakasyndan gorkýar.
Tom is usually home on Mondays.	Tom köplenç duşenbeler öýde bolýar.
Tom is very curious about that.	Tom şol barada örän bilesigeliji.
Tom just wouldn't listen to me.	Tom meni diňlemezdi.
Tom likes to hear himself talk.	Tom öziniň gepini diňlemegi halaýar.
Tom loves talking about sports.	Tom sport hakda gepleşmegi halaýar.
Tom promised me he'd come back.	Tom yzyna gaýdyp geljekdigine söz berdi.
Tom said he'd get home by 2:30.	Tom 2:30-a çenli öýe geljekdigini aýtdy.
Tom said that you wanted water.	Tom seniň suw isleýänligini aýtdy.
Tom will come back and kill us.	Tom yzyna dolanyp bizi öldürer.
Tom works in our Boston office.	Tom biziñ Bostondaky ofisimizde işleýär.
We did that a week or more ago.	Biz bu işi bir hepde ýa-da ondan ozal hem edipdik.
We're not allowed to swim here.	Bize bu ýerde ýüzmäge rugsat berilmeýär
What was Tom complaining about?	Tom näme barada käýinýär?
When did Tom say he was coming?	Tom özüniň gelýändigini haçan aýtdy?
When does the rainy season end?	Ýagyş möwsümi haçan gutarýar?
Why should Tom go to Australia?	Toma näme üçin Awstraliýa gitmek gerek?
Will you come in here a minute?	Bir minut bärik geljekmi?
You can take anything you want.	Sen näme alasyñ gelse alyp bilýäñ
You don't have to sit with Tom.	Seniň Tom bilen oturmagyň hökmançylygy ýok.
You don't have to sit with Tom.	Siziň Tom bilen oturmagyňyzynyň hökmançylygy ýok.
You probably think Tom is deaf.	Sen belki-de Tom ker diýip pikir edýärsiň
You said you needed me to help.	Sen meñ kömegim gerek diýipdiñ.
A good person is a moral person.	Gowy adam ahlakly bir adamdyr.
Are you going to go talk to Tom?	Sen Tom bilen gürleşmäne gitmekçimi?
Can Tom read and write Japanese?	Tom hytaý dilinde okap we ýazyp bilýärmi?
Contact Tom Jackson for details.	Tom Jaksona beýleki maglumatlar üçin habarlaşyň/ ýüz tutuň.
Do you know what Tom looks like?	Tomuň nämä meňzeýändigini bilýärsiňizmi?
Do you know what Tom looks like?	Tomuň nämä meňzeýändigini bilýärsiňmi?
Do you really know why I'm here?	Näme üçin bärdedigimi hakykatdan hem bilýäňmi?
Do you really think we can help?	Siz dogrudan hem biz size kömek edip bileris öýdärsiňizmi?
Do you see that happening again?	Ýene näme bolýanyny görýärsiňmi?
Do you think it means something?	Seniň pikiriňçe bu birzat aňladýarmy?
First impressions are important.	Ilkinji täsirler wajyp bolup durýar.
Have you already said hi to Tom?	Sen eýýäm Toma salam berdiňmi?
His main interest is in history.	Onuň esasy gyzyklanmasy taryhdadyr.
How did you get that box opened?	Sen bu gutyny nähili açdyñ?
How does Tom intend to fix this?	Tom buny nädip bejermäni maksat edinýär?
How many volunteers did you get?	Sen näçe sany meýletinçi aldyň?
I already know what I should do.	Men näme etmelidigimi eýýäm bilýän.
I can't come out and play today.	Bugün daşary çykyp bilmeýen we oýnap bilmeýen.
I can't connect to the Internet.	Men internede baglanyp bilemok.
I don't always do that that way.	Men ol işi hemişe ol usulda ýerine ýetirmeýärin.
I don't think it was your fault.	Bu seniñ ýalñyşyñdyr öýdemok.
I don't think it was your fault.	Meniñ pikirimçe bu seniñ ýalñýşyñ däl.
I feel a whole lot better today.	Bugün özimi dym gowy duýýaryn.
I figured you already knew that.	Seniň buny bilýändigiňi men bildim.
I have two arms and ten fingers.	Meniň iki elim we on barmagym bar.
I hope everybody is on our side.	Hemmekişi biziň tarapymyzdadyr diýip umyt edýärin.
I know that Tom isn't in Boston.	Men Tomuň Bostonda däldigini bilýän.
I like the smell of fresh bread.	Men täze çöregiň ysyny gowy görýärin.
I refuse to obey you any longer.	Men size şundan şeýläk boýun bolmakdan dänýärin.
I refuse to obey you any longer.	Men saňa şundan şeýläk boýun bolmakdan dänýärin.
I saw Tom less than an hour ago.	Bir sagatdan öň Tomy gördüm.
I see no other course of action.	Başga bir hereket görnüşi bilmeýärin
I see no other course of action.	Başka nähili hereket edilýändigini bilmeýärin.
I think it's not worth the risk.	Meniňçe riske degmeýär.
I think that I don't deserve it.	Meniñ pikirimçe men muña mynasyp däl
I think that Tom is introverted.	Meniň pikirimçe Tom garasöýmezdir.
I think that Tom will call Mary.	Meniň pikirimçe Tom Meria (Mary) jaň eder.
I think that Tom will call Mary.	Meniň pikirimçe Tom Meriny çagyrar.
I told Tom to stay away from us.	Men Toma bizden daşda durmagyny aýtdym.
I used to go to school with him.	Men mekdebe onuň (oglan) bilen giderdim.
I used to go to school with him.	Men mekdebe onuň (oglan) bilen gidýärdim.
I usually only just drink water.	Men adatça diñe suw içyarin
I want to go to Boston with Tom.	Men Bostona Tom bilen gitmek isleýärin.
I want to see your older sister.	Men seniň gyz doganyňy göresim gelýär.
I wish I had been with her then.	Şol wagt onuň ýanynda bolan bolsadym.
I won't let Tom go to Australia.	Men Tomuň Awstraliýa gitmegine ýol bermen.
I work at Chuck's Bar and Grill.	Chukyñ Bar we Grillinde işleýärin.
I work with dangerous materials.	Men howply zatlar bilen işleşýärin.
I'll stay here until you return.	Men sen gelýänçe şu ýerde galaryn.
I'm going to take a closer look.	Men ýakynrakdan seredip görjek.
I'm just a guy asking questions.	Men diňeje soraglary berýän adam men.
I'm not going to read this book.	Men bu kitaby okajak bolamok.
I've admired you for many years.	Ýyllardan bäri men saňa haýran.
I've never met anybody like you.	Men sen ýaly adama hiç duşmandym.
I've seen a lot of changes here.	Men bu ýerde köp üýtgeşmeleri gördüm.
It gets very cold here at night.	Bu ýer agşam sowuk bolýar.
It's Tom's favorite French word.	Bu Tomuň fransuzça söýgüli sözi.
It's quite likely Tom will come.	Tomuň gelmegi gaty mümkin.
It's uncertain if Tom will come.	Tomuň geljegi näbelli.
Maybe it's best not to tell Tom.	Belkide Toma aýtmazlygymyz has gowusydyr.
My father didn't eat much fruit.	Meniň kakam kän bir miwe iýmedi.
Old women like dating young men.	Garry aýallar ýaş erkekler bilen tanyşmagy halaýarlar.
Please answer all the questions.	Haýyş hemme soraglary jogapla.
Stars were twinkling in the sky.	Ýyldyzlar asmanda öwüşgin atýardy.
Stars were twinkling in the sky.	Ýyldyzlar asmanda şöhle saçýardy.
That's something to think about.	Bu düşüner ýaly zat däl.
The conference starts on Monday.	Konferensiýa duşenbe güni başlaýar.
The glass dropped from his hand.	Aýnek onuň elinden aşak gaçdy.
There's a telephone in the hall.	Zalda telefon bar.
This door is locked from inside.	Bu gapy içinden gulply.
This has nothing to do with Tom.	Munuň Toma hiç hili degişli ýeri ýok.
Tom and Mary aren't very hungry.	Tom bilen Mery gaty aç däl.
Tom and Mary will agree on that.	Tom bilen Meri şunda ylalaşarlar.
Tom came to Boston as a teacher.	Tom Bostona mugallym hökmünde geldi.
Tom commutes to work by bicycle.	Tom işe tigirli gatnaýar.
Tom couldn't do that by himself.	Tom ony bir özi etmedi.
Tom didn't say anything, did he?	tom hiç zat diýmedi şeýle dälmi?
Tom didn't seem as busy as Mary.	Tom Mery ýaly başagaý görünenokdy.
Tom eats out three times a week.	Tom hepdede üç gezek daşarda iýip-içýär.
Tom had never been to Australia.	Tom hiç wagt Awstraliýada bolup görmändi.
Tom has a hard decision to make.	Tomuň etmeli agyr çözgüdi bar.
Tom hasn't promised us anything.	Tom bize hiç zat wada etmedi.
Tom is a close relative of mine.	Tom meniň ýakyn garyndaşym.
Tom is going to join us shortly.	Tom gysga wagtlyk bize goşular.
Tom is the tallest in the class.	Tom synpdaky iň uzyn oglan.
Tom isn't barefoot, but Mary is.	Tomyñ aýagy ýalañaç däldi emma Meryñky bolsa şeýledi.
Tom now knows what he has to do.	Tom indi näme etmelidigini bilýär.
Tom said that he didn't do that.	Tom ony etmändigini aýtdy.
Tom said that he studied French.	Tom Fransuzça okandygyny aýtdy.
Tom said that he was quite busy.	Tom meşguldygyny aýtdy
Tom said that he was very tired.	Tom onuň erbet ýadawdygyny aýtdy.
Tom said that he wasn't thirsty.	Tom suwsamaandygyny aýtdy.
Tom said that he'd be back soon.	Tom ýakynda geljekdigini aýtdy.
Tom said that's not good enough.	Tom munuň ýeterlikli gowy bolmandygyny aýtdy.
Tom said the park was beautiful.	Tom bu seýilgäh owadan ekeni diýip aýtdy.
Tom said you have to be careful.	Tom dykkatly bolmalydygyňy aýtdy.
Tom said you need to be careful.	Tom dykkatly bolmalydygymy aýtdy.
Tom saw a light in the distance.	Tom uzakdan bir yşyk gördi.
Tom saw how you were doing that.	Tom muny nädip edeniňi gördi.
Tom says I have to study French.	Tom Fransuzça okamalydygymy aýtdy.
Tom says he can do that for you.	Tom seniň üçin muny edip biljekdigini aýtdy.
Tom says he didn't study French.	Tom Fransuzça owrenmändigini aýtdy.
Tom says he'll do that tomorrow.	Tom ony ertir etjekdigini aýdýar.
Tom took a fifteen-minute break.	Tom on bäş minutlyk arakesme aldy.
Tom was trying to cheer Mary up.	Tom Meriniñ göwnüni açmana synanşýardy.
Tom's native language is French.	Tomuň ene dili - fransuz dili.
Tom's work environment was good.	Tomyň zähmet şertleri gowydy.
Water is the only thing I drink.	Suw -meniñ yeke tak icyan zadym
We want to go back to Australia.	Biziñ yzymyza Awstraliýa gidesimiz gelýär.
We're not going to lose, are we?	Utulmrys,däl-mi?
What did you do today at school?	Sen bu gün mekdepde näme etdiň?
Where did Tom do that yesterday?	Düýn Tom ony nirede etdi?
Where did you do that yesterday?	Muny düýn nirede etdiň?
Why didn't you try and stop Tom?	Sen näme üçin Tomy duzdurmaga synanyşmadyň?
You all know I'm not a criminal.	Siziň hemmäňiz meniň jenaýakär däldigimi bilýärsiňiz.
You know quite a lot about Sumo.	Sumo hakynda biraz köp zat bilýärsiň meňzeýe.
You should allow Tom to do that.	Toma ony etmesine rugsat ber.
You should express your opinion.	Sen öz pikirini aytmaly.
A curfew was imposed on the city.	Şäherde daşary çykmak gadagan edildi.
A lot of crimes are not reported.	Jenaýatlaryñ köpüsi barada habar berilmeýär.
Are you certain Tom will do that?	Tomuň etjekdigini ynanýňmy?
Aren't you going to introduce me?	Meni tanyşdyrjak dälmi?
Aren't you going to sit with Tom?	Tom bilen oturjak dälmi?
Aren't you going to wait for Tom?	Toma garaşjak dälmi sen?
Aren't you going to write to Tom?	Toma ýazjak dälmi?
Aren't you one of Tom's children?	Tomuň çagalaryndan biri dälmi sen?
Ask Tom to clear away the dishes.	Gaplary aýyrmagy Tomdan soraň.
Did you remember to lock the car?	Ulaguñ gapysyny gulplamak ýadyña düşdümi?
Did you remember to lock the car?	Seniñ ulaguñ gapysyny gulplamak ýadyña düşdümi?
Divide the pizza among you three.	Pizzany üçüňiziň arasynda paýlaşyň.
Divide the pizza among you three.	Pizzany üçüňiz bölüşiň.
Do you know when Tom will return?	Sen Tomuñ haçan yzyna geljekdigini bilýäñmi?
Do you know where my glasses are?	Meniň äýnegim nirededigini bilýarsiňizmi?
Do you know where my glasses are?	Äýnegimiň nirededigini bilýäňizmi?
Do you know where my glasses are?	Äýnegimiň nirededigini bilýäňmi?
Do you often buy lottery tickets?	Sen bijeli petekleri köplenç alýañmy?
Do you sell advance tickets here?	Bu ýerde öñünden bilet satýarsyñyzmy?
Do you want to come out and play?	Daşary çykyp oýnasyň gelýärmi?
Does Tom still work in Australia?	Tom henizem Awstraliýada işleýärmi?
Don't worry. These things happen.	Alada etme. Bular ýaly zatlar bolaýýar.
Don't worry. These things happen.	Alada etmäň. Bular ýaly zatlar bolaýýar.
He spoke to her about the matter.	Ol (oglan) onuň (gyza) bilen mesele hakynda gürleşdi.
I am not a doctor, but a teacher.	Men mugallym, ýöne lukman däl.
I am not a doctor, but a teacher.	Men lukman däl, emma mugallym.
I didn't know that you had a dog.	Seniň it saklaýanyňy bilmeýärdim.
I don't even want to be here now.	Men hem bu ýerde bolmak islemeýärin.
I don't even want to talk to Tom.	Men hem Tom bilen gepleşmek islemeýärin.
I don't ever want that to change.	Onuň özgermegini hiç wagt islemeýärin.
I don't know if you'd understand.	Düşünerdiňmi, bilemok.
I don't know if you'd understand.	Düşünerdiňizmi, bilemok.
I don't think that's appropriate.	Men bu ýerlikli diýip pikir edemok.
I don't want to hear any excuses.	Hiç hili bahana eşitmek islemeýärin.
I don't want to wake the kids up.	Men bu çagajyklary oýandyrmak islemeýärin.
I don't want to wake the kids up.	Men bu çagalary oýandyrasym gelenok.
I feel dizzy every time I get up.	Men her gezek turanymda özümi başym aýlanýan ýaly duýýan.
I forgot that today was Saturday.	Men bu gün Şenbedigini ýatdan çykarypdyryn.
I found her in tears in her room.	Men ony otagynda aglap oturan halda tapdym.
I had no idea you'd ever met Tom.	Tom bilen tanyşandygyňy bilmeýärdim.
I heard Tom walking up the steps.	Tomuň basgançaklardan ýokary ýöreýändigini bildim.
I knew Tom wasn't ready to leave.	Men Tomuň gitmäge taýyn däldigini bilýärdim.
I know I can always count on you.	Hemişe saña bil baglap biljegimi bilýärin.
I know I can count on all of you.	Men siziň hemmäňize bil baglabiljegimi bilýärin.
I know a good Italian restaurant.	Men bir gowy italýan restoran bilýärin.
I know that you don't believe me.	Siziň maňa ynanmaýandygyňyzy bilýärin.
