Who?	چه کسی؟
I don't believe in group therapy.	من به گروه درمانی اعتقادی ندارم.
I don't care about what they say.	اهمیتی به حرف‌های آنها نمی‌دهم.
I don't think I like you anymore.	فکر نمی کنم دیگر تو را دوست داشته باشم.
I explained the reason in detail.	من علتش را به طور دقیق توضیح دادم.
I had to help with the housework.	می‌بایست در کارهای خانه کمک کنم.
I like the red ones on the shelf.	از آن قرمزهای روی قفسه خوشم می‌آید.
I share this room with my sister.	این اتاق را با خواهرم شریک هستم.
I stayed there until he had left.	من تا زمانی که او رفت، آنجا ماندم.
I think that the problem is here.	فکر می‌کنم مشکل اینجاست.
I think we should all go outside.	فکر کنم بایستی همگی بیرون رویم.
I watched a great movie recently.	اخیراً یک فیلم عالی دیدم.
I went to Tokyo to buy this book.	من به توکیو رفتم تا این کتاب را بخرم.
I wish you nothing but happiness.	چیزی به‌جز خوشبختی برای‌تان نمی‌خواهم.
I'd rather stay home than go out.	ترجیح می دهم در خانه بمانم تا اینکه بیرون بروم.
I'm going to have to dye my hair.	می خواهم موهایم را رنگ کنم.
If it isn't broken, don't fix it.	اگر خراب نیست، تعمیرش نکن.
Is it windy enough to go sailing?	آیا باد به اندازه کافی برای رفتن به قایقرانی هست؟
It seems we are in the same boat.	به نظر می‌رسد ما در یک قایق هستیم.
Many people were waiting in line.	خیلی ها در صف منتظر بودند.
My father stretched after dinner.	پدرم بعد از شام دراز کشید.
My little brother is watching TV.	برادر کوچک من تلویزیون تماشا می‌کند.
Nothing is as important as peace.	هیچ چیز به اندازه صلح و امنیت اهمیت ندارد.
Nothing is as simple as it seems.	هیچ چیزی به آن سادگی که به نظر می‌رسد، نیست.
Please stay here till I get back.	لطفاً تا وقتی بر می‌گردم، اینجا بمانید.
She can play the piano very well.	او می تواند به خوبی پیانو بنوازد.
She cooks chicken the way I like.	او مرغ را آن طور که من دوستت دارم می پزد.
She hung the picture upside down.	او عکس را چپه آویخته است.
She will have a child next month.	کودک او ماه آینده به دنیا خواهد آمد.
She's an excellent brain surgeon.	او یک جراح بسیار خوب مغز است.
Suddenly, I saw a beautiful bird.	ناگهان پرنده‌ی زیبائی را دیدم.
That boy's name is Shintaro Wada.	اسم آن پسر، شینتارو وادا است.
That's the village I was born in.	آن روستایی است که من درش به دنیا اومدم.
The children were swimming naked.	بچه ها لخت شنا می کنند.
The city was blanketed with snow.	شهر زیر برف پوشیده شده بود.
The dog breathed with difficulty.	سگ به سختی نفس کشید.
The judge condemned him to death.	قاضی او را به اعدام محکوم کرد.
The tablecloth is in the cabinet.	رومیزی داخل کابینت است.
The whole family was sick in bed.	کل خانواده در بستر بیماری افتاده بودند.
There's no furniture in the room.	هیچ اثاثی در اتاق نیست.
Think before you open your mouth.	قبل از اینکه دهنت را باز کنی فکر کن
This custom is peculiar to Japan.	این رسم مختص ژاپن است.
Tom doesn't know much about guns.	تام زیاد راجع به اسلحه ها نمی داند.
Tom doesn't know much about guns.	تام چندان راجع به اسلحه نمی داند.
Tom seems to be enjoying himself.	انگار به تام خیلی خوش می‌گذرد.
Tom's efforts have been rewarded.	تلاش های تام ارج نهاده شده اند.
What on earth are you doing here?	اینجا داری چی کار می کنی؟
When was this university founded?	کی این دانشگاه تأسیس شده است؟
Will you buy for me some saffron?	می شود برایم مقداری زعفران بخری؟
You can sleep here. I don't mind.	میتونی اینجا بخوابی. برای من فرقی نداره.
You must not indulge in drinking.	تو نباید در نوشیدن زیاده‌روی کنی.
You should've kept that a secret.	باید آن را محرمانه نگه می‌داشتید.
You're old enough to know better.	تو به اندازه کافی بزرگ هستی، که بیشتر بدانی.
A good deed never goes unpunished.	خوبی هرگز بدون تاوان نمی‌ماند.
A thief believes everybody steals.	کافر همه را به کیش خود پندارد.
All of my clothes are custom made.	همه‌ی لباس‌های من سفارشی دوخته شده‌اند.
All things come to those who wait.	چیزهای خوب برای آنها اتفاق می‌افتند که صبر کنند.
And now what would you like to do?	و الان تو تمایل داری چه کاری انجام دهی؟
Arabic is read from right to left.	عربی از راست به چپ خوانده می شود.
Are you married or are you single?	شما متأهلید یا مجرد؟
Ask no questions and hear no lies.	سؤال نکن تا دروغی نشنوی.
Careless driving causes accidents.	رانندگی بدون دقت موجب تصادف می شود.
Did you feed the dog this morning?	امروز صبح به سگ غذا دادی؟
Did you think I wouldn't tell Tom?	آیا تو فکر کردی من به تام نخواهم گفت؟
Don't judge people by their looks.	آدمها را بر اساس ظاهرشان ارزیابی نکن.
He built them on an assembly line.	او آنها را در یک خط مونتاژ ساخت.
He died and his soul went to hell.	او مرد و روحش به جهنم رفت.
He had a bit of a cold last night.	او دیشب کمی سرما خورده بود.
He has ambition, so he works hard.	او بلند پروازی دارد، به همین دلیل سخت کار می کند.
He pretended not to hear his boss.	او وانمود کرد که صدای ریئسش را نمی شنود.
He pretended that he was a lawyer.	او مدعی بود که او یک وکیل است.
He raised his hand to stop a taxi.	او دستش را بالا برد تا تاکسی را متوقف کند.
He refused to say more about that.	او قبول نکرد بیشتر در آن مورد بگوید.
He tried to attract her attention.	او (مرد) سعی کرد توجه او (زن) را جلب کند.
He will regret it sooner or later.	او دیر یا زود پشیمان خواهد شد.
How long did you sleep last night?	دیشب چقدر خوابیدی؟
I applied for a summer internship.	من برای کارورزی تابستان ثبت‌نام کردم.
I didn't go to school last Monday.	دوشنبه ی پیش به مدرسه نرفتم.
I don't know how deep the lake is.	نمی دانم این دریاچه چه قدر عمق دارد.
I don't see why I need to do this.	متوجه نمی شوم چرا باید این کار را انجام دهم.
I had a horrible dream last night.	من خواب وحشتناکی دیشب دیدم.
I prefer working to doing nothing.	من ترجیح می دهم که کار کنم تا اینکه هیچ کاری انجام ندهم.
