Run!	Chạy!
Let's not get greedy here.	Đừng trở nên tham lam.
Let's see what you've got.	Để xem bạn có gì nào.
Let's take a little break.	Hãy nghỉ một chút nào.
Let's try a different one.	Thử cái khác xem sao.
Luckily, you were at home.	Thật may vì cậu ở nhà.
May I ask how old you are?	Tôi có thể hỏi là bạn bao nhiêu tuổi không?
My brother is watching TV.	Anh trai tôi đang xem ti vi.
My family thinks I'm rich.	Gia đình tôi nghĩ rằng tôi giàu có.
My mother is a good woman.	Mẹ tôi là một người phụ nữ tốt.
No one knows where she is.	Không ai biết cô ấy ở đâu.
Out of sight, out of mind.	Xa mặt cách lòng
Please correct the errors.	Làm ơn sửa lại những lỗi sai.
Please stand face to face.	Hãy đứng mặt đối mặt.
She bought me a nice coat.	Cô ấy đã mua cho tôi cái áo rất đẹp.
She bought two dozen eggs.	Cô ấy đã mua hai tá trứng.
She couldn't help but cry.	Nó chẳng biết phải làm gì, chỉ biết khóc thôi.
She couldn't help but cry.	Nó không kiềm được nước mắt.
She denied having met him.	Cô ấy phủ nhận việc đã gặp anh ta.
She dropped out of school.	Cô nàng bỏ học.
She punished her children.	Nó trừng phạt con của nó.
She punished her children.	Cô ấy phạt mấy đứa con của cô ta.
She told him not to worry.	Cô ấy bảo anh ấy đừng lo lắng.
She used to live with him.	Cô ấy đã từng sống với hắn.
She used to live with him.	Cô ấy đã từng sống với anh ấy.
Speak more slowly, please.	Xin bạn hãy nói chậm lại.
Speak more slowly, please.	Làm ơn hãy nói chậm lại.
Thank you for choosing us.	Cảm ơn vì đã chọn chúng tôi.
The apple is not yet ripe.	Trái táo vẫn chưa chín.
The bad smell sickened me.	Mùi hôi làm tô muốn bệnh.
The cat ran after the rat.	Con mèo chạy sau con chuột.
The cat ran after the rat.	Con mèo đuổi con chuột.
The chicken is overcooked.	Con gà đó bị nấu quá chín.
The dogs barked all night.	Lũ chó sủa suốt cả đêm.
The enemy can't get close.	Kẻ thù không thể tiến lại gần.
The enemy can't get close.	Kẻ thù không thể đến gần.
The proposal went through.	Đề xuất đó đã được thông qua.
There was nobody in there.	Chẳng có ai ở trong đó cả.
They're eating sandwiches.	Họ đang ăn bánh mì xăng-uých.
This is my father's shirt.	Đây là áo của cha tôi.
This is my father's shirt.	Đây là áo của ba tôi.
This is my father's shirt.	Đây là áo của bố tôi.
This is really impressive.	Điều này thật sự rất ấn tượng.
Three people were injured.	Ba người bị thương.
Three people were injured.	Có ba người bị thương.
Tom and I were both drunk.	Cả Tom và tôi đều đã say.
Tom and Mary gave me that.	Tom và Mary đã cho tôi cái đó.
Tom can't help us anymore.	Tom không thể giúp chúng tôi nữa.
Tom did it very carefully.	Tom đã làm việc đó rất cẩn thận.
Tom did it very carefully.	Tom đã làm việc đó vô cùng cẩn thận.
Tom did what he had to do.	Tom làm những gì anh ta phải làm.
Tom died three days later.	Tom chết ba ngày sau đó.
Tom doesn't love his wife.	Tom không hề yêu vợ.
Tom dropped out of school.	Tom đã bỏ học.
Tom has lied to us before.	Tom đã từng nói dối chúng tôi.
Tom has never been better.	Tom chưa bao giờ cảm thấy tốt hơn.
Tom has the right to vote.	Tom có quyền bầu cử.
Tom has to take this call.	Tom phải nhận cuộc gọi này.
Tom is a real good friend.	Tom thực sự là một người bạn tốt.
Tom is a very busy person.	Tom là một người rất bận rộn.
Tom is a very busy person.	Tom là một người rất bận bịu.
Tom is a very busy person.	Tom là một người rất bận.
Tom is almost never wrong.	Tom gần như không bao giờ sai.
Tom is almost never wrong.	Tom hầu như không bao giờ sai.
Tom is already doing that.	Tom đang làm điều đó rồi.
Tom is cooking dinner now.	Bây giờ Tom đang nấu bữa tối.
Tom is cooking dinner now.	Tom bây giờ đang nấu cơm tối.
Tom is doing that already.	Tom đang làm điều đó rồi.
Tom is older than me, too.	Tom cũng nhiều tuổi hơn tôi.
Tom is older than me, too.	Tom cũng già hơn tôi.
Tom is too old to do that.	Tom đã quá già để làm điều đó
Tom isn't good at driving.	Tom lái xe không tốt.
Tom isn't in New York now.	Hiện tại Tom không ở New York.
Tom knew Mary was married.	Tom biết là Mary đã kết hôn.
Tom looked after the baby.	Tom trông coi đứa bé.
Tom looked after the baby.	Tom chăm sóc đứa bé.
Tom ran over to help Mary.	Tom chạy sang giúp Mary.
Tom said no one was there.	Tom nói là không có ai ở đó cả.
Tom said nobody was there.	Tom nói là không có ai ở đó cả.
Tom wants to talk to Mary.	Tom muốn nói chuyện với Mary.
Tom wasn't in the kitchen.	Tom không có ở trong bếp.
Tom wasn't in the kitchen.	Tom không ở trong bếp.
Tom would like a sandwich.	Tom muốn ăn xăng-uých.
Tom wouldn't ever do that.	Tom sẽ không bao giờ làm điều đó.
Tom's company went public.	Công ty của Tom đã lên sàn giao dịch chứng khoán.
We all knelt down to pray.	Chúng tôi đều quỳ xuống cầu nguyện.
We can save you some time.	Chúng tôi có thể giúp bạn tiết kiệm thời gian.
We don't need you anymore.	Chúng tôi không cần cậu nữa.
We hope to arrive on time.	Chúng tôi hy vọng là sẽ đến đúng giờ.
We should've come earlier.	Đáng lẽ ra chúng ta nên đến sớm hơn.
We should've come earlier.	Đáng lẽ ra chúng ta nên tới sớm hơn mới phải.
We're here to support Tom.	Bọn mình ở đây để hỗ trợ Tom.
We're still pushing ahead.	Bọn tớ vẫn đang cố
What kind of fish is that?	Đó là loại cá gì?
What time is it there now?	Ở đó bây giờ là mấy giờ?
When was the castle built?	Lâu đài đã được xây vào lúc nào?
Which color do you prefer?	Cậu thích màu nào hơn?
Why are you getting upset?	Tại sao cậu lại buồn?
Why are you getting upset?	Tại sao anh lại buồn?
Would you mind if I smoke?	Tôi hút thuốc có được không?
Write with your left hand.	Viết bằng tay trái của bạn.
You don't drive very well.	Bạn lái xe không giỏi lắm.
You don't drive very well.	Bạn lái ô tô không được giỏi cho lắm.
You don't seem to like me.	Bạn trông có vẻ không thích tôi.
You don't seem to like me.	Nhìn bạn có vẻ không thích tôi.
You would definitely lose.	Bạn chắc chắn sẽ thua.
You'd better get up early.	Bạn nên dậy sớm.
You'd better get up early.	Mày nên dậy sớm.
You'd better look at this.	Bạn nên xem cái này.
You're very unpredictable.	Bạn khá là khó đoán đấy.
Your legs are really long.	Chân bạn dài thật.
Your legs are really long.	Chân của bạn dài thật đấy.
All of them swim very fast.	Tất cả bọn họ đều bơi rất nhanh.
Are you a religious person?	Bạn có theo đạo gì không?
Are you going to cooperate?	Bạn sẽ cộng tác chứ?
Are you studying chemistry?	Bạn đang học Hóa à?
Both of them are very cute.	Cả hai đều rất dễ thương.
Bring a couple more chairs.	Mang thêm hai cái ghế nữa.
Can anyone fix a flat tire?	Có ai có thể vá cái lốp xẹp này không?
Can she endure a long trip?	Cô ấy có chịu được một chuyến đi dài không?
Can you guess what this is?	Đố bạn biết đây là cái gì!
Can you guess what this is?	Bạn đoán được đây là gì không?
Can you save a seat for me?	Bạn có thể để dành một chỗ ngồi cho tôi không?
Come on, let's get started.	Thôi nào, chúng ta hãy bắt đầu thôi.
Come on, let's get started.	Nào, ta hãy bắt đầu thôi.
Could you please elaborate?	Bạn có thể giải thích rõ hơn được không?
Did you catch what he said?	Bạn có nắm bắt được những lời anh ta nói không?
Did you lock your suitcase?	Bạn khóa vali chưa?
Do I look like a terrorist?	Nhìn tôi giống khủng bố lắm hả?
Do you have any money left?	Bạn còn tiền không?
Do you like playing sports?	Bạn có thích chơi thể thao không?
Do you really want to help?	Bạn có thực sự muốn giúp?
Do you really want to help?	Bạn có thật sự muốn giúp đỡ không?
Do you really want to help?	Bạn có thực sự muốn giúp đỡ không?
Does Tom really have to go?	Tom có nhất thiết phải đi không?
Does Tom really have to go?	Tom có nhất thiết phải đi không vậy?
Don't beat around the bush.	Đừng đánh trống lảng.
Don't cut down those trees.	Đừng chặt những cây đó.
Dry your face with a towel.	Hãy dùng khăn lau khô mặt đi.
Dry your face with a towel.	Dùng khăn lau khô mặt đi.
Everyone shook their heads.	Mọi người đều lắc đầu.
Everyone shook their heads.	Tất cả mọi người đều lắc đầu.
Give me some water, please.	Cho tôi chút nước đi.
Go through the orange door.	Đi qua cái cửa màu cam.
Have you made any progress?	Bạn có tiến triển gì không?
He bought his son a camera.	Anh ấy mua cho con trai mình một chiếc máy ảnh.
He decided to go to France.	Anh ấy quyết định đi đến Pháp.
He decided to quit smoking.	Anh ta quyết định bỏ thuốc lá.
He decided to sell the car.	Anh ấy đã quyết định sẽ bán chiếc ô tô đó.
He decided to sell the car.	Anh ấy đã quyết định là sẽ bán chiếc xe hơi đó.
He didn't do it on purpose.	Anh ta không cố tình làm điều đó.
He has a split personality.	Anh ấy có hai nhân cách.
He is a good correspondent.	Anh ta là một phóng viên giỏi.
He is crazy about baseball.	Anh ấy rất thích bóng chày.
Her house is near the park.	Nhà cô ấy gần công viên.
Honesty is the best policy.	Thật thà là thượng sách.
How have you been recently?	Dạo này bạn thế nào?
How long have you owned it?	Cậu sở hữu nó được bao lâu rồi?
I advised him not to drive.	Tôi đã khuyên anh ấy không lái xe.
I advised him not to drive.	Tôi khuyên anh ấy không nên lái xe.
I can't stand her jealousy.	Tôi không thể chịu dựng được sự ghen tuông của cô ấy.
I can't stand her jealousy.	Tôi không chịu được sự ghen ghét đố kỵ của cô ta.
I didn't have enough proof.	Tôi đã không có đủ bằng chứng.
I don't know what is worse.	Tôi không biết cái gì có thể xấu hơn nữa.
I don't know what you mean.	Tôi không biết ý của bạn là gì.
I don't want to go to jail.	Tôi không muốn vào tù.
I don't want to move again.	Tớ không muốn chuyển chỗ nữa.
I forgot your phone number.	Tôi đã quên mất số điện thoại của bạn rồi.
I have nothing more to say.	Tôi không còn gì để nói nữa.
I hope they prove me wrong.	Tôi hy vọng là họ sẽ chứng minh tôi sai.
I just feel a little dizzy.	Tôi chỉ thấy hơi chóng mặt một tí.
I know what Tom's thinking.	Tôi biết Tom đang nghĩ gì.
I know you've got a secret.	Tôi biết là bạn có một bí mật.
I learned a new word today.	Hôm nay tôi đã học được một từ mới.
I like seeing you this way.	Tôi thích thấy em như vậy.
I like to go to the movies.	Tôi thích đi xem phim.
I read a book while eating.	Tôi đọc sách lúc ăn cơm.
I remember seeing her once.	Tôi nhớ trước đây đã có lần gặp cô ấy.
I remember seeing him once.	Tôi nhớ trước đây đã có lần gặp anh ấy.
I should have come earlier.	Đáng lẽ ra tôi nên đến sớm hơn mới phải.
I think I can arrange that.	Tôi nghĩ tôi có thể sắp xếp việc đó.
I think that she will come.	Tôi nghĩ rằng cô ta sẽ tới.
I want to change the world.	Tôi muốn thay đổi thế giới.
I warned him of the danger.	Tôi đã cảnh báo anh ta về nguy hiểm.
I was hoping you'd tell me.	Tôi đã hy vọng bạn sẽ nói với tôi.
I would like to buy a sofa.	Tôi muốn mua một chiếc ghế sô-pha.
I'd like to give it to Tom.	Tôi muốn đưa nó cho Tom.
I'd like to study in Paris.	Tôi muốn đi du học ở Paris.
I'll fire Tom if I have to.	Tôi sẽ sa thải Tom nếu tình huống bắt buộc.
I'll never ever forget you.	Em sẽ không bao giờ quên anh.
I'll never trust Tom again.	Tôi không bao giờ tin Tom thêm lần nào nữa.
I'm afraid Tom will say no.	Tôi e là Tom sẽ nói không.
I'm afraid Tom will say no.	Tôi sợ là Tom sẽ nói không.
I'm not as stubborn as Tom.	Tôi không ngoan cố như Tom.
I'm occupied at the moment.	Hiện tôi đang bận.
I'm occupied at the moment.	Bây giờ, tôi đang bận.
I'm sure you'll understand.	Tôi chắc là bạn sẽ hiểu.
I've decided not to appeal.	Tôi đã quyết định không chống án.
I've forgotten your number.	Tôi đã quên mất số điện thoại của bạn rồi.
Is it hard to learn French?	Học tiếng Pháp có khó không?
Is that just a coincidence?	Đó có đơn giản chỉ là một sự trùng hợp ngẫu nhiên hay không?
Is there a pen on the desk?	Có một chiếc bút trên bàn phải không?
Is this your tape recorder?	Đây là máy ghi âm dùng băng của bạn?
Is this your tape recorder?	Đây là máy ghi âm của bạn?
Isn't Tom having breakfast?	Tom ăn sáng chưa?
It's always been like that.	Nó luôn luôn như vậy.
It's easier said than done.	Nói thì dễ làm mới khó.
It's raining cats and dogs.	Trời đang mưa như trút nước vậy.
It's too late to apologize.	Bây giờ xin lỗi thì cũng đã quá muộn rồi.
Let's pretend we're aliens.	Hãy coi như chúng ta là người ngoài hành tinh.
Let's pretend we're aliens.	Hãy coi như chúng ta là người xa lạ.
